witness_id,carrier_id,left_fragment,right_fragment,left_class,right_class,exact_allows_merge,exact_blocks_merge,exact_profile_rule
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v0,v1,valid_triangle_class,valid_triangle_class,1,0,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v0,v2,valid_triangle_class,valid_triangle_class,1,0,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v0,i0,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v0,i1,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v0,i2,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v1,v2,valid_triangle_class,valid_triangle_class,1,0,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v1,i0,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v1,i1,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v1,i2,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v2,i0,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v2,i1,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,v2,i2,valid_triangle_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,i0,i1,invalid_chain_class,invalid_chain_class,1,0,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,i0,i2,invalid_chain_class,invalid_chain_class,0,1,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
same_chain_evidence_different_class_soundness_v0,chain_vs_clique_triples,i1,i2,invalid_chain_class,invalid_chain_class,1,0,valid triangle allows all internal pairs; invalid chain allows only adjacent chain pairs and blocks its endpoint pair
