all_one_like,candidate,candidate_category,compression_ratio,family,fiber_too_small,identity_like,label_entropy,mean_fiber_size,num_macro,num_micro,pair_id,quotient_gate_pass,singleton_fraction,variant,world_seed
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,1,0,1.0,reversible,1
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,1,0,0.0,reversible,1
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5592201783023105,26.384615384615383,13,343,1,1,0.0,reversible,1
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,1,1,0.0,reversible,1
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6931089307033735,171.5,2,343,1,1,0.0,reversible,1
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,1,1,0.0,reversible,1
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.3284760744713622,85.75,4,343,1,1,0.0,reversible,1
0,viability_signature,THEORY_INFORMED,0.0728862973760933,A,0,0,2.830613101416443,13.72,25,343,1,1,0.16,reversible,1
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.4970249966966762,68.6,5,343,1,1,0.0,reversible,1
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9211083737594223,42.875,8,343,1,1,0.0,reversible,1
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3783235409098697,26.384615384615383,13,343,1,1,0.0,reversible,1
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8101858777030544,16.333333333333332,21,343,1,1,0.0,reversible,1
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5014961215899871,68.6,5,343,1,1,0.0,reversible,1
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9371640077576766,42.875,8,343,1,1,0.0,reversible,1
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.4000527796063484,26.384615384615383,13,343,1,1,0.0,reversible,1
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8780989620673285,16.333333333333332,21,343,1,1,0.0,reversible,1
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,1,0,1.0,irreversible,1
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,1,0,0.0,irreversible,1
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5592201783023105,26.384615384615383,13,343,1,1,0.0,irreversible,1
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,1,1,0.0,irreversible,1
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6931089307033735,171.5,2,343,1,1,0.0,irreversible,1
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,1,1,0.0,irreversible,1
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.215287025007243,85.75,4,343,1,1,0.0,irreversible,1
0,viability_signature,THEORY_INFORMED,0.08746355685131195,A,0,0,3.0356074242114475,11.433333333333334,30,343,1,1,0.06666666666666667,irreversible,1
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5173759329966694,68.6,5,343,1,1,0.0,irreversible,1
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9055163605164034,42.875,8,343,1,1,0.0,irreversible,1
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3901149898925733,26.384615384615383,13,343,1,1,0.0,irreversible,1
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8302541892687394,16.333333333333332,21,343,1,1,0.047619047619047616,irreversible,1
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.538272080081736,68.6,5,343,1,1,0.0,irreversible,1
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9607044647936052,42.875,8,343,1,1,0.0,irreversible,1
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.29374766233892,26.384615384615383,13,343,1,1,0.07692307692307693,irreversible,1
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8940862777053527,16.333333333333332,21,343,1,1,0.0,irreversible,1
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,5,0,1.0,reversible,5
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,5,0,0.0,reversible,5
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5531594009273078,26.384615384615383,13,343,5,1,0.0,reversible,5
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,5,1,0.0,reversible,5
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6931089307033735,171.5,2,343,5,1,0.0,reversible,5
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,5,1,0.0,reversible,5
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.3284760744713622,85.75,4,343,5,1,0.0,reversible,5
0,viability_signature,THEORY_INFORMED,0.0728862973760933,A,0,0,2.830613101416443,13.72,25,343,5,1,0.16,reversible,5
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.4978927684044516,68.6,5,343,5,1,0.0,reversible,5
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.8842788017210688,42.875,8,343,5,1,0.0,reversible,5
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.410712782051946,26.384615384615383,13,343,5,1,0.0,reversible,5
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.810084683026122,16.333333333333332,21,343,5,1,0.0,reversible,5
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.500832328757121,68.6,5,343,5,1,0.0,reversible,5
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9256300063132497,42.875,8,343,5,1,0.0,reversible,5
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.388833546767159,26.384615384615383,13,343,5,1,0.0,reversible,5
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8272017635356943,16.333333333333332,21,343,5,1,0.047619047619047616,reversible,5
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,3,0,1.0,reversible,3
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,3,0,0.0,reversible,3
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5444632041586135,26.384615384615383,13,343,3,1,0.0,reversible,3
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,3,1,0.0,reversible,3
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6904886175651522,171.5,2,343,3,1,0.0,reversible,3
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,3,1,0.0,reversible,3
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.3284760744713622,85.75,4,343,3,1,0.0,reversible,3
0,viability_signature,THEORY_INFORMED,0.0728862973760933,A,0,0,2.830613101416443,13.72,25,343,3,1,0.16,reversible,3
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.4943510637171566,68.6,5,343,3,1,0.0,reversible,3
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9419185470595874,42.875,8,343,3,1,0.0,reversible,3
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.270137529929101,26.384615384615383,13,343,3,1,0.07692307692307693,reversible,3
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.817695538771521,16.333333333333332,21,343,3,1,0.0,reversible,3
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5015486058184393,68.6,5,343,3,1,0.0,reversible,3
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.931071743047299,42.875,8,343,3,1,0.0,reversible,3
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.412977909030246,26.384615384615383,13,343,3,1,0.0,reversible,3
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.844606530326198,16.333333333333332,21,343,3,1,0.0,reversible,3
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,7,0,1.0,reversible,7
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,7,0,0.0,reversible,7
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5435398873608177,26.384615384615383,13,343,7,1,0.0,reversible,7
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,7,1,0.0,reversible,7
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6921906413097776,171.5,2,343,7,1,0.0,reversible,7
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,7,1,0.0,reversible,7
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.3284760744713622,85.75,4,343,7,1,0.0,reversible,7
0,viability_signature,THEORY_INFORMED,0.0728862973760933,A,0,0,2.830613101416443,13.72,25,343,7,1,0.16,reversible,7
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5050043017419759,68.6,5,343,7,1,0.0,reversible,7
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9412773111165835,42.875,8,343,7,1,0.0,reversible,7
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.4383566172688402,26.384615384615383,13,343,7,1,0.0,reversible,7
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.848284438680028,16.333333333333332,21,343,7,1,0.0,reversible,7
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5023616783125984,68.6,5,343,7,1,0.0,reversible,7
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9413087138822482,42.875,8,343,7,1,0.0,reversible,7
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3583253451097668,26.384615384615383,13,343,7,1,0.0,reversible,7
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.7837923063540857,16.333333333333332,21,343,7,1,0.0,reversible,7
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,3,0,1.0,irreversible,3
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,3,0,0.0,irreversible,3
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5444632041586135,26.384615384615383,13,343,3,1,0.0,irreversible,3
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,3,1,0.0,irreversible,3
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6904886175651522,171.5,2,343,3,1,0.0,irreversible,3
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,3,1,0.0,irreversible,3
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.215287025007243,85.75,4,343,3,1,0.0,irreversible,3
0,viability_signature,THEORY_INFORMED,0.08746355685131195,A,0,0,3.0356074242114475,11.433333333333334,30,343,3,1,0.06666666666666667,irreversible,3
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5167728124752757,68.6,5,343,3,1,0.0,irreversible,3
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9014913187726579,42.875,8,343,3,1,0.0,irreversible,3
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3897635342061494,26.384615384615383,13,343,3,1,0.0,irreversible,3
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8763461495494944,16.333333333333332,21,343,3,1,0.0,irreversible,3
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.521824178108992,68.6,5,343,3,1,0.0,irreversible,3
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9214891312307774,42.875,8,343,3,1,0.0,irreversible,3
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.391927463542925,26.384615384615383,13,343,3,1,0.0,irreversible,3
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.88719430247828,16.333333333333332,21,343,3,1,0.0,irreversible,3
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,7,0,1.0,irreversible,7
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,7,0,0.0,irreversible,7
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5435398873608177,26.384615384615383,13,343,7,1,0.0,irreversible,7
