rule_id,asymmetry_load_bearing_adjusted,reclassification
q3g3_s1_00009,-0.011822763861951816,symmetric_fakeout
q3g3_s1_00013,-0.16278250258505855,symmetric_fakeout
q3g3_s1_00018,-0.16597582714958203,self_persistence_fakeout
q3g3_s1_00026,0.04977721781099782,generic_persistence
q3g3_s1_00030,0.1745649987824675,control_adjusted_positive
q3g3_s1_00043,0.1681750966947809,emission_only
q3g3_s1_00045,0.00857157916030558,output_distribution_fakeout
q3g3_s1_00105,-0.012836327084841056,symmetric_fakeout
q3g3_s1_00108,0.1881187349806266,control_adjusted_positive
q3g3_s1_00110,0.13399778906456314,generic_persistence
q3g3_s1_00114,0.18558560097282545,self_persistence_fakeout
q3g3_s1_00117,0.10845068402015007,self_persistence_fakeout
q3g3_s1_00122,0.10385558840526768,control_adjusted_positive
q3g3_s1_00123,0.22087966839126583,self_persistence_fakeout
q3g3_s1_00133,0.10913082492905248,generic_persistence
q3g3_s1_00162,-0.031022400955477304,symmetric_fakeout
q3g3_s1_00164,0.005185919100274287,output_distribution_fakeout
q3g3_s1_00175,0.1572141387861802,generic_persistence
q3g3_s1_00214,-0.03133576043696765,symmetric_fakeout
q3g3_s1_00216,0.036792593145018676,generic_persistence
q3g3_s1_00237,0.002282874386664739,output_distribution_fakeout
q3g3_s2_00000,0.10348863696420839,generic_persistence
q3g3_s2_00001,0.09822832242211799,generic_persistence
q3g3_s2_00007,-0.023856028994175285,symmetric_fakeout
q3g3_s2_00009,0.05692700506574438,generic_persistence
q3g3_s2_00014,0.13429156744650245,self_persistence_fakeout
q3g3_s2_00025,-0.004779763574493767,symmetric_fakeout
q3g3_s2_00027,0.10426804916918082,emission_only
q3g3_s2_00028,0.0,self_persistence_fakeout
q3g3_s2_00032,0.10221542719693938,generic_persistence
q3g3_s2_00042,-0.09794183660848016,self_persistence_fakeout
q3g3_s2_00075,0.0910347531871191,generic_persistence
q3g3_s2_00078,0.2657147803630032,emission_only
q3g3_s2_00096,0.06054341678523023,self_persistence_fakeout
q3g3_s2_00161,-0.13956422150871264,symmetric_fakeout
q3g3_s2_00165,0.00011923255523760872,output_distribution_fakeout
q3g3_s2_00167,0.16846921946016347,emission_only
q3g3_s2_00173,0.0,self_persistence_fakeout
q3g3_s2_00177,-0.001942949806393075,symmetric_fakeout
q3g3_s2_00186,0.0476752078629006,generic_persistence
q3g3_s2_00198,0.23362540238004892,emission_only
q3g3_s2_00220,0.02323730794562259,output_distribution_fakeout
q3g3_s3_00030,0.007138383265403083,generic_persistence
q3g3_s3_00036,0.03477981707938499,self_persistence_fakeout
q3g3_s3_00043,0.029263093051499683,self_persistence_fakeout
q3g3_s3_00056,0.10803789362995993,self_persistence_fakeout
q3g3_s3_00060,0.276900908904567,self_persistence_fakeout
q3g3_s3_00073,6.967299191561421e-05,output_distribution_fakeout
q3g3_s3_00075,0.12571975023991172,emission_only
q3g3_s3_00084,0.012107354028879245,generic_persistence
q3g3_s3_00085,0.0,self_persistence_fakeout
q3g3_s3_00090,0.11163897294885661,emission_only
q3g3_s3_00096,0.032007147753997274,generic_persistence
q3g3_s3_00181,0.14053812363157503,control_adjusted_positive
q3g3_s3_00193,0.14492928393075222,emission_only
q3g3_s3_00213,0.10387236232075578,generic_persistence
q3g3_s3_00214,0.0,self_persistence_fakeout
q3g3_s3_00223,-0.19369647813953125,symmetric_fakeout
q3g3_s3_00226,0.20932776665534275,self_persistence_fakeout
q3g3_s3_00229,0.00017914083970633574,output_distribution_fakeout
q3g3_s3_00244,0.07967307235968195,generic_persistence
q3g3_s3_00249,-0.1382148358054489,symmetric_fakeout
q3g3_s4_00004,0.0851524962400415,generic_persistence
q3g3_s4_00017,0.08399784756750062,control_adjusted_positive
q3g3_s4_00024,0.12133295602543218,emission_only
q3g3_s4_00040,0.04995580760041188,control_adjusted_positive
q3g3_s4_00043,0.12143801870431589,generic_persistence
q3g3_s4_00050,-0.0941454394706729,symmetric_fakeout
q3g3_s4_00054,0.13385084998141192,self_persistence_fakeout
q3g3_s4_00058,-0.0044629945480438695,symmetric_fakeout
q3g3_s4_00068,0.13367587465579894,control_adjusted_positive
q3g3_s4_00069,0.1707913571437899,emission_only
q3g3_s4_00081,0.10027711697025993,output_distribution_fakeout
q3g3_s4_00100,0.05176596331156705,output_distribution_fakeout
q3g3_s4_00104,0.06957315407838961,emission_only
q3g3_s4_00127,0.09508391265279778,self_persistence_fakeout
q3g3_s4_00147,0.16453998044689833,control_adjusted_positive
q3g3_s4_00148,-0.034872048788702745,self_persistence_fakeout
q3g3_s4_00153,0.04152157770738879,emission_only
q3g3_s4_00158,0.0,self_persistence_fakeout
q3g3_s4_00162,-0.13765116079788356,self_persistence_fakeout
q3g3_s4_00182,0.08934083724692068,emission_only
q3g3_s4_00210,0.13103198553002796,generic_persistence
q3g3_s4_00223,-0.10291862421264486,symmetric_fakeout
q3g3_s4_00224,0.019873947418371965,output_distribution_fakeout
q3g3_s4_00232,0.025547000526814495,generic_persistence
q3g3_s4_00239,-0.10193232426093539,self_persistence_fakeout
q3g3_s5_00015,-0.09749735005342892,symmetric_fakeout
q3g3_s5_00020,0.13824979978246676,self_persistence_fakeout
q3g3_s5_00060,0.1443591255143809,generic_persistence
q3g3_s5_00065,0.21041660543580734,self_persistence_fakeout
q3g3_s5_00075,0.21289942038272489,emission_only
q3g3_s5_00078,0.04733118400234901,emission_only
q3g3_s5_00090,0.09121661822930809,self_persistence_fakeout
q3g3_s5_00114,0.083472572939159,emission_only
q3g3_s5_00115,-0.00794873609124726,self_persistence_fakeout
q3g3_s5_00126,0.0048912972195239626,generic_persistence
q3g3_s5_00143,0.08028089533164853,self_persistence_fakeout
q3g3_s5_00176,0.19575153736714535,self_persistence_fakeout
q3g3_s5_00183,0.10478094719531769,output_distribution_fakeout
q3g3_s5_00199,0.0,self_persistence_fakeout
q3g3_s5_00204,0.1265876743789185,emission_only
q3g3_s5_00214,-0.05361373944774957,self_persistence_fakeout
q3g3_s5_00221,0.13458301658755517,generic_persistence
q3g3_s5_00233,0.0858681955321935,output_distribution_fakeout
q3g3_s5_00244,0.21222926879605575,emission_only
q3g3_s5_00264,0.14593230375349905,emission_only
q3g3_s5_00286,-0.039592287365485736,symmetric_fakeout
q3g3_s5_00296,0.012410390653756605,output_distribution_fakeout
q3g3_s5_00334,0.0012703581619157227,output_distribution_fakeout
q3g3_s5_00343,0.04516565308445512,output_distribution_fakeout
q3g3_s5_00351,0.0,self_persistence_fakeout
q3g3_s6_00058,0.18548283613256422,self_persistence_fakeout
q3g3_s6_00123,0.09815234722078263,self_persistence_fakeout
q3g3_s6_00140,0.024738234910873833,output_distribution_fakeout
q3g3_s6_00149,0.10959305673279875,self_persistence_fakeout
q3g3_s6_00302,0.1354580066594349,generic_persistence
q3g3_s6_00313,0.010038807068079365,output_distribution_fakeout
q3g3_s6_00356,0.040097995632436045,generic_persistence
q3g3_s6_00364,0.15992392049607967,self_persistence_fakeout
q3g3_s7_00001,0.0010530311267838849,symmetric_fakeout
q3g3_s7_00003,2.9474625587950836e-06,symmetric_fakeout
q3g3_s7_00004,0.008949845745134924,symmetric_fakeout
q3g3_s7_00005,0.00023647676245369155,symmetric_fakeout
q3g3_s7_00006,-1.8304718856323554e-05,symmetric_fakeout
q3g3_s7_00008,-0.001674667575781122,symmetric_fakeout
q3g3_s7_00010,0.0,symmetric_fakeout
q3g3_s7_00011,0.0004862640096138515,symmetric_fakeout
q3g3_s7_00013,-7.976623410261153e-05,symmetric_fakeout
q3g3_s7_00014,0.00011091622854770503,symmetric_fakeout
q3g3_s7_00015,8.376982689399515e-05,symmetric_fakeout
q3g3_s7_00016,0.0005264269275898903,symmetric_fakeout
q3g3_s7_00017,-0.0017833640375458093,symmetric_fakeout
q3g3_s7_00018,-0.0007201556232289651,symmetric_fakeout
q3g3_s7_00019,0.0024123249442088296,symmetric_fakeout
q3g3_s7_00024,0.0,symmetric_fakeout
q3g3_s7_00025,0.0005288844274554949,symmetric_fakeout
q3g3_s7_00026,-0.0008910931219749257,symmetric_fakeout
q3g3_s7_00027,-0.0006263401297418453,symmetric_fakeout
q3g3_s7_00028,0.00016264073401725532,symmetric_fakeout
q3g3_s7_00030,0.0004808894691268467,symmetric_fakeout
q3g3_s7_00032,0.000421483187382804,symmetric_fakeout
q3g3_s7_00033,0.002340742961659689,symmetric_fakeout
q3g3_s7_00034,0.00032714198921064697,symmetric_fakeout
q3g3_s7_00036,6.44540729621973e-05,symmetric_fakeout
q3g3_s7_00039,-0.0011601300124004094,symmetric_fakeout
q3g3_s7_00040,0.0006935714214809652,symmetric_fakeout
q3g3_s7_00041,0.0006455358958906837,symmetric_fakeout
q3g3_s7_00043,0.0002991111435751981,symmetric_fakeout
q3g3_s7_00044,0.00464621821229487,symmetric_fakeout
q3g3_s7_00045,7.722124234726957e-05,symmetric_fakeout
q3g3_s7_00048,-0.0007165143156306619,symmetric_fakeout
q3g3_s7_00049,0.0,symmetric_fakeout
q3g3_s7_00052,-5.3748576892239655e-05,symmetric_fakeout
q3g3_s7_00054,-0.0006424669022695034,symmetric_fakeout
